"r"	"s"	"measurementID"	"pvalues"	"overallPvalues"	"monotonic"	"dfaSuccessRate"	"wilkesLambda"	"PillaiPval"	"HotellingPval"	"RoyPval"	"dfaID"	"nvars"
0	1	6247	0.246585689394501	0.549025594231137	FALSE	0.276595744680851	0.590099260810627	0.562231407526382	0.618589782208449	0.118474996622926	1	10
0	1	9546	0.202094791265205	0.243644834916194	TRUE	0.276595744680851	0.590099260810627	0.562231407526382	0.618589782208449	0.118474996622926	1	10
0	1	5809	0.238739642630843	0.451672892105706	TRUE	0.276595744680851	0.590099260810627	0.562231407526382	0.618589782208449	0.118474996622926	1	10
0	1	1528	0.621772073674492	0.290577906543497	FALSE	0.276595744680851	0.590099260810627	0.562231407526382	0.618589782208449	0.118474996622926	1	10
0	1	465	0.239445643569457	0.403176387144664	TRUE	0.276595744680851	0.590099260810627	0.562231407526382	0.618589782208449	0.118474996622926	1	10
0	1	5623	0.286390784617524	0.0460486955517288	FALSE	0.276595744680851	0.590099260810627	0.562231407526382	0.618589782208449	0.118474996622926	1	10
0	1	844	0.18414180659292	0.108760036735165	FALSE	0.276595744680851	0.590099260810627	0.562231407526382	0.618589782208449	0.118474996622926	1	10
0	1	3236	0.430499325529311	0.88775279445002	FALSE	0.276595744680851	0.590099260810627	0.562231407526382	0.618589782208449	0.118474996622926	1	10
0	1	6144	0.323899348809988	0.391928127006609	FALSE	0.276595744680851	0.590099260810627	0.562231407526382	0.618589782208449	0.118474996622926	1	10
0	1	477	0.245259170557402	0.676863295035081	TRUE	0.276595744680851	0.590099260810627	0.562231407526382	0.618589782208449	0.118474996622926	1	10
0	1	582	0.993906263218378	0.987675402245158	FALSE	0.127659574468085	0.580693461354252	0.588867121008805	0.577812698395325	0.0725606550723132	2	12
0	1	8286	0.724979716171646	0.511408450772884	FALSE	0.127659574468085	0.580693461354252	0.588867121008805	0.577812698395325	0.0725606550723132	2	12
0	1	358	0.464727688849574	0.694328433244201	FALSE	0.127659574468085	0.580693461354252	0.588867121008805	0.577812698395325	0.0725606550723132	2	12
0	1	4752	0.445893237757681	0.233742465040671	TRUE	0.127659574468085	0.580693461354252	0.588867121008805	0.577812698395325	0.0725606550723132	2	12
0	1	3187	0.161003371159053	0.492154320161903	TRUE	0.127659574468085	0.580693461354252	0.588867121008805	0.577812698395325	0.0725606550723132	2	12
0	1	822	0.36737275562862	0.86128221214291	FALSE	0.127659574468085	0.580693461354252	0.588867121008805	0.577812698395325	0.0725606550723132	2	12
