"r"	"s"	"measurementID"	"dfaSuccessRate"	"wilkesLambda"	"PillaiPval"	"HotellingPval"	"RoyPval"	"dfaID"	"nvars"	"pvalues"	"overallPvalues"	"monotonic"
0.419142098806333	1	4639	0.276595744680851	0.401202929357336	0.41461317182535	0.395826955831739	0.0484856442820991	1	12	0.30208669980583	0.466361618813448	FALSE
0.218390878569335	1	9854	0.276595744680851	0.401202929357336	0.41461317182535	0.395826955831739	0.0484856442820991	1	12	0.0311456771676228	0.0133267184768638	TRUE
0.308383462554775	1	8701	0.276595744680851	0.401202929357336	0.41461317182535	0.395826955831739	0.0484856442820991	1	12	0.0452931360600461	0.023778207996392	TRUE
0.39590908071259	1	9571	0.276595744680851	0.401202929357336	0.41461317182535	0.395826955831739	0.0484856442820991	1	12	0.834201127167232	0.473552454736243	FALSE
0.226551147457212	1	3974	0.276595744680851	0.401202929357336	0.41461317182535	0.395826955831739	0.0484856442820991	1	12	0.233185335230933	0.512651940377501	FALSE
0.0481520331697539	1	5527	0.276595744680851	0.401202929357336	0.41461317182535	0.395826955831739	0.0484856442820991	1	12	0.478281513463263	0.841328506210154	FALSE
0.284681775583886	1	7654	0.276595744680851	0.401202929357336	0.41461317182535	0.395826955831739	0.0484856442820991	1	12	0.37328499208562	0.622169414050461	FALSE
0.115211598691531	1	1180	0.276595744680851	0.401202929357336	0.41461317182535	0.395826955831739	0.0484856442820991	1	12	0.907192130895219	0.975192399662223	FALSE
0.384641974861734	1	132	0.276595744680851	0.401202929357336	0.41461317182535	0.395826955831739	0.0484856442820991	1	12	0.228204244538877	0.618470456274151	TRUE
0.150220756453928	1	6640	0.276595744680851	0.401202929357336	0.41461317182535	0.395826955831739	0.0484856442820991	1	12	0.040829782165456	0.124391172948684	TRUE
0.277966128231492	1	4471	0.276595744680851	0.401202929357336	0.41461317182535	0.395826955831739	0.0484856442820991	1	12	0.838524681173528	0.70187148936699	FALSE
0.00891057631233707	1	72	0.276595744680851	0.401202929357336	0.41461317182535	0.395826955831739	0.0484856442820991	1	12	0.28755694252332	0.403016598362178	TRUE
0.223621054238174	1	9693	0.191489361702128	0.0155662530618689	0.0250100453563064	0.0108793373916277	0.00192334421205294	2	10	0.81924368684454	0.836899968799154	TRUE
0.218863932858221	1	4419	0.191489361702128	0.0155662530618689	0.0250100453563064	0.0108793373916277	0.00192334421205294	2	10	0.160857589018012	0.275437694706196	FALSE
0.000127214344684035	1	2204	0.191489361702128	0.0155662530618689	0.0250100453563064	0.0108793373916277	0.00192334421205294	2	10	0.372820651349926	0.0495205570739622	FALSE
0.0497526544961147	1	3004	0.191489361702128	0.0155662530618689	0.0250100453563064	0.0108793373916277	0.00192334421205294	2	10	0.000789077899372215	0.00261661289594	FALSE
0.206555257982109	1	4809	0.191489361702128	0.0155662530618689	0.0250100453563064	0.0108793373916277	0.00192334421205294	2	10	0.699348294439922	0.381229149720351	FALSE
0.131481070246082	1	7278	0.191489361702128	0.0155662530618689	0.0250100453563064	0.0108793373916277	0.00192334421205294	2	10	0.590991403407016	0.645590194326697	FALSE
0.432369181327522	1	5124	0.191489361702128	0.0155662530618689	0.0250100453563064	0.0108793373916277	0.00192334421205294	2	10	0.434835164422086	0.918041649481067	FALSE
0.0498321327497251	1	9746	0.191489361702128	0.0155662530618689	0.0250100453563064	0.0108793373916277	0.00192334421205294	2	10	0.712448966671796	0.452198140882073	TRUE
0.430540637508966	1	2555	0.191489361702128	0.0155662530618689	0.0250100453563064	0.0108793373916277	0.00192334421205294	2	10	0.82862703331508	0.629467442782387	FALSE
0.388209151395131	1	2388	0.191489361702128	0.0155662530618689	0.0250100453563064	0.0108793373916277	0.00192334421205294	2	10	0.307390270802506	0.461242597753541	FALSE
0.346702310023829	1	1876	0.212765957446809	0.191030891239196	0.184354385080007	0.201043231074248	0.0393935879522504	3	8	0.877495483723975	0.493416867352253	FALSE
0.100406566215679	1	101	0.212765957446809	0.191030891239196	0.184354385080007	0.201043231074248	0.0393935879522504	3	8	0.627089635106264	0.403609581496115	FALSE
0.183840835886076	1	7748	0.212765957446809	0.191030891239196	0.184354385080007	0.201043231074248	0.0393935879522504	3	8	0.690900557281023	0.964773134904685	FALSE
0.366831910551991	1	1221	0.212765957446809	0.191030891239196	0.184354385080007	0.201043231074248	0.0393935879522504	3	8	0.0732141569657494	0.0661606845924006	FALSE
0.212913905305322	1	9049	0.212765957446809	0.191030891239196	0.184354385080007	0.201043231074248	0.0393935879522504	3	8	0.985348504304318	0.365297156164172	FALSE
0.449994457152206	1	7123	0.212765957446809	0.191030891239196	0.184354385080007	0.201043231074248	0.0393935879522504	3	8	0.552375276409463	0.817181075949704	FALSE
0.011610422108788	1	7117	0.212765957446809	0.191030891239196	0.184354385080007	0.201043231074248	0.0393935879522504	3	8	0.593854962360635	0.902263961636429	FALSE
0.208486231591087	1	5179	0.212765957446809	0.191030891239196	0.184354385080007	0.201043231074248	0.0393935879522504	3	8	0.123004069235998	0.0302725133494779	TRUE
0.3376314611407	1	7045	0.319148936170213	0.387940253350843	0.384629398625575	0.397563777129107	0.0723152984305764	4	10	0.550008678838176	0.504334928188996	TRUE
0.0987159953336231	1	2733	0.319148936170213	0.387940253350843	0.384629398625575	0.397563777129107	0.0723152984305764	4	10	0.911796414659257	0.945478628899718	FALSE
0.206268478080165	1	7831	0.319148936170213	0.387940253350843	0.384629398625575	0.397563777129107	0.0723152984305764	4	10	0.989117895221433	0.99713079917294	FALSE
