"r"	"s"	"measurementID"	"dfaSuccessRate"	"wilkesLambda"	"PillaiPval"	"HotellingPval"	"RoyPval"	"dfaID"	"nvars"	"pvalues"	"overallPvalues"	"monotonic"
0	1	4460	0.468085106382979	0.572139663399161	0.569751255933794	0.576428317903935	0.0755735427486193	1750	8	0.49578713172989	0.947920811591457	FALSE
0	1	1836	0.468085106382979	0.572139663399161	0.569751255933794	0.576428317903935	0.0755735427486193	1750	8	0.282015757241843	0.144052433829759	FALSE
0	1	3001	0.468085106382979	0.572139663399161	0.569751255933794	0.576428317903935	0.0755735427486193	1750	8	0.650815375062369	0.80947749418976	FALSE
0	1	2969	0.468085106382979	0.572139663399161	0.569751255933794	0.576428317903935	0.0755735427486193	1750	8	0.480903164128143	0.574491080792304	FALSE
0	1	4311	0.468085106382979	0.572139663399161	0.569751255933794	0.576428317903935	0.0755735427486193	1750	8	0.392874019239648	0.213125608448292	FALSE
0	1	9839	0.531914893617021	0.797845704610097	0.767387966017224	0.82644894839689	0.38811140086782	1751	7	0.409037439944141	0.521438659704675	FALSE
0	1	8426	0.531914893617021	0.797845704610097	0.767387966017224	0.82644894839689	0.38811140086782	1751	7	0.809558897664027	0.946175419600648	FALSE
0	1	9081	0.531914893617021	0.797845704610097	0.767387966017224	0.82644894839689	0.38811140086782	1751	7	0.650057860318012	0.973478583113106	FALSE
0	1	7009	0.531914893617021	0.797845704610097	0.767387966017224	0.82644894839689	0.38811140086782	1751	7	0.628974617814975	0.336932306240331	TRUE
0	1	5657	0.531914893617021	0.797845704610097	0.767387966017224	0.82644894839689	0.38811140086782	1751	7	0.22733200139553	0.564060205832551	TRUE
0	1	5533	0.531914893617021	0.797845704610097	0.767387966017224	0.82644894839689	0.38811140086782	1751	7	0.247705459459799	0.464879734431792	FALSE
0	1	7712	0.531914893617021	0.797845704610097	0.767387966017224	0.82644894839689	0.38811140086782	1751	7	0.459586156896065	0.631361277205832	FALSE
0	1	6637	0.617021276595745	0.438915278956451	0.47753872884134	0.402029629539376	0.0223383812330674	1752	11	0.244117979889753	0.724902142161413	FALSE
