"r"	"s"	"measurementID"	"pvalues"	"overallPvalues"	"monotonic"	"dfaSuccessRate"	"wilkesLambda"	"PillaiPval"	"HotellingPval"	"RoyPval"	"dfaID"	"nvars"
0.939730346854776	1	5505	0.562241553606991	0.0518503851400264	FALSE	0.234042553191489	0.285083064522465	0.28301333713063	0.288754841308477	0.0320632471555079	1	8
0.890815824316815	1	7249	0.605799881002927	0.111174536671395	FALSE	0.234042553191489	0.285083064522465	0.28301333713063	0.288754841308477	0.0320632471555079	1	8
0.823393561970443	1	7805	0.616761552895935	0.0232815042880333	FALSE	0.234042553191489	0.285083064522465	0.28301333713063	0.288754841308477	0.0320632471555079	1	8
0.839147653663531	1	2693	0.776793428463987	0.156393324425472	FALSE	0.234042553191489	0.285083064522465	0.28301333713063	0.288754841308477	0.0320632471555079	1	8
0.920251099253073	1	1572	0.738236271959709	0.0572294886858141	FALSE	0.234042553191489	0.285083064522465	0.28301333713063	0.288754841308477	0.0320632471555079	1	8
0.975835948297754	1	8273	0.518913114994707	0.0297607580362783	FALSE	0.234042553191489	0.285083064522465	0.28301333713063	0.288754841308477	0.0320632471555079	1	8
0.926557676168159	1	9252	0.969275880260907	0.127992102563373	FALSE	0.234042553191489	0.285083064522465	0.28301333713063	0.288754841308477	0.0320632471555079	1	8
0.975255435099825	1	9185	0.596542580308461	0.0901277871111889	FALSE	0.234042553191489	0.285083064522465	0.28301333713063	0.288754841308477	0.0320632471555079	1	8
0.802240798436105	1	9238	0.610187517266441	0.957013096561958	TRUE	0.191489361702128	0.997609413468593	0.996834630390099	0.998238856477976	0.754566619777025	2	11
0.887629607273266	1	1363	0.454169416788499	0.753320711033883	TRUE	0.191489361702128	0.997609413468593	0.996834630390099	0.998238856477976	0.754566619777025	2	11
0.929286803118885	1	8222	0.49601669721087	0.836647525161364	FALSE	0.191489361702128	0.997609413468593	0.996834630390099	0.998238856477976	0.754566619777025	2	11
0.822943516029045	1	9182	0.862793320295302	0.925446279237226	FALSE	0.191489361702128	0.997609413468593	0.996834630390099	0.998238856477976	0.754566619777025	2	11
0.889313232759014	1	1788	0.47553319575401	0.810004719818524	FALSE	0.191489361702128	0.997609413468593	0.996834630390099	0.998238856477976	0.754566619777025	2	11
0.995512986974791	1	5614	0.639720444606397	0.921073988453422	FALSE	0.191489361702128	0.997609413468593	0.996834630390099	0.998238856477976	0.754566619777025	2	11
0.890162661205977	1	5211	0.709791625772635	0.956957482537482	TRUE	0.191489361702128	0.997609413468593	0.996834630390099	0.998238856477976	0.754566619777025	2	11
0.825407589785755	1	3401	0.506889252581175	0.849619986798714	TRUE	0.191489361702128	0.997609413468593	0.996834630390099	0.998238856477976	0.754566619777025	2	11
0.992175095016137	1	2064	0.696381338322779	0.901116134074139	FALSE	0.191489361702128	0.997609413468593	0.996834630390099	0.998238856477976	0.754566619777025	2	11
0.835275604529306	1	3153	0.816611308147742	0.850357424774628	TRUE	0.191489361702128	0.997609413468593	0.996834630390099	0.998238856477976	0.754566619777025	2	11
0.852275599585846	1	9392	0.884467022804036	0.872070213757583	FALSE	0.191489361702128	0.997609413468593	0.996834630390099	0.998238856477976	0.754566619777025	2	11
0.950985010294244	1	2159	0.890172341332008	0.718654907880449	FALSE	0.340425531914894	0.912342681720148	0.898587847759871	0.925541032862535	0.497383203380668	3	9
0.991317928628996	1	5691	0.744907310357772	0.62941660255636	FALSE	0.340425531914894	0.912342681720148	0.898587847759871	0.925541032862535	0.497383203380668	3	9
0.813693707855418	1	9054	0.866128537114482	0.614582371367591	FALSE	0.340425531914894	0.912342681720148	0.898587847759871	0.925541032862535	0.497383203380668	3	9
0.820938331400976	1	9285	0.914700205897553	0.887747544680779	FALSE	0.340425531914894	0.912342681720148	0.898587847759871	0.925541032862535	0.497383203380668	3	9
0.883480136981234	1	7186	0.824751160829534	0.95737658067121	FALSE	0.340425531914894	0.912342681720148	0.898587847759871	0.925541032862535	0.497383203380668	3	9
0.846644751168788	1	9726	0.983732964158667	0.981357578744619	FALSE	0.340425531914894	0.912342681720148	0.898587847759871	0.925541032862535	0.497383203380668	3	9
0.943380670342594	1	3181	0.80317851975554	0.637866472290732	FALSE	0.340425531914894	0.912342681720148	0.898587847759871	0.925541032862535	0.497383203380668	3	9
0.917798507912085	1	3594	0.53949487538677	0.731183446269729	FALSE	0.340425531914894	0.912342681720148	0.898587847759871	0.925541032862535	0.497383203380668	3	9
0.820653149066493	1	1148	0.916094868835414	0.650828655364398	FALSE	0.340425531914894	0.912342681720148	0.898587847759871	0.925541032862535	0.497383203380668	3	9
0.901417535403743	1	6344	0.62345681152937	0.813944888745968	FALSE	0.25531914893617	0.715281575168912	0.720617450736454	0.712375653130506	0.104061768202988	4	7
0.904220250993967	1	7199	0.851658614872778	0.684523623699522	FALSE	0.25531914893617	0.715281575168912	0.720617450736454	0.712375653130506	0.104061768202988	4	7
0.883431809861213	1	3490	0.980179994488903	0.751677857125463	TRUE	0.25531914893617	0.715281575168912	0.720617450736454	0.712375653130506	0.104061768202988	4	7
0.82139290291816	1	361	0.453434147401243	0.860615574358963	FALSE	0.25531914893617	0.715281575168912	0.720617450736454	0.712375653130506	0.104061768202988	4	7
0.951230132300407	1	6530	0.909559319127859	0.924161406542637	FALSE	0.25531914893617	0.715281575168912	0.720617450736454	0.712375653130506	0.104061768202988	4	7
0.87298666248098	1	3182	0.674562317446333	0.531791297739761	FALSE	0.25531914893617	0.715281575168912	0.720617450736454	0.712375653130506	0.104061768202988	4	7
